Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09859666228294374,0.09902531963336664,0.09859666228294374,0.09859666228294373,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09388146109350903,0.09388146109350903,0.0934528037905693,0.0934528037905693,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08702219745467438,0.08702219745467438,0.08659354597330093,0.08659354597330093,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08873680233955383,0.08916545948412234,0.08873680233955383,0.08873680233955383,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09130950272083282,0.09173815415131714,0.09130950272083282,0.09130950272083282,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09688200056552887,0.09731065772232218,0.09688200056552887,0.09688200056552887,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10159721225500107,0.1020266363879695,0.10159721225500107,0.10159721225500107,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10588450729846956,0.10631316444200069,0.10588450729846956,0.10588450729846954,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11145700514316559,0.11188566224562167,0.11145700514316559,0.11145700514316559,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12174556404352188,0.1221742214634682,0.12174556404352188,0.12174556404352188,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12346007674932478,0.12388873380287843,0.12346007674932478,0.1234600767493248,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12088817247811716,0.12088817247811716,0.12045952677726746,0.12045952677726746,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1174589573761174,0.1174589573761174,0.11703030019998552,0.1170303001999855,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11831624805927277,0.11917356232297598,0.11831624805927277,0.11831624805927277,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1161729906368837,0.1161729906368837,0.11574434489011765,0.11574434489011765,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11102839115802592,0.11102839115802592,0.11059973388910294,0.11059973388910294,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10631316444200069,0.10631316444200069,0.10588450729846956,0.10588450729846954,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10416985924856575,0.10416985924856575,0.10374121367931366,0.10374121367931366,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1093137338757515,0.10974239098917885,0.1093137338757515,0.1093137338757515,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10931382572650127,0.10931382572650127,0.10845652222633362,0.10845652222633362,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1050272166324001,0.1050272166324001,0.10459855943918228,0.10459855943918228,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10502723604440689,0.1054558933168527,0.10502723604440689,0.10502723604440689,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.1071704849600792,0.1080277878499504,0.1071704849600792,0.1071704849600792,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10674185608693831,0.10674185608693831,0.10631319880485535,0.10631319880485535,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11274300515651703,0.11317166241163786,0.11274300515651703,0.11274300515651703,41574400,0.0,0.0
