Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377502038474124,0.09377502038474124,0.09334684908390045,0.09334684908390045,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692352019131182,0.08692352019131182,0.08649535477161407,0.08649535477161407,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863623440265656,0.08906440573791563,0.08863623440265656,0.08863623440265656,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120598435401917,0.09163414981869825,0.09120598435401917,0.09120598435401917,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.096772201359272,0.09720037270636592,0.096772201359272,0.096772201359272,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148205608129501,0.10191099348004158,0.10148205608129501,0.10148205608129501,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1057644933462143,0.10619266463171699,0.1057644933462143,0.1057644933462143,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133066564798355,0.11175883685615368,0.11133066564798355,0.11133066564798355,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160749733448029,0.12203566863142291,0.12160749733448029,0.12160749733448029,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332016974687576,0.12374834103916131,0.12332016974687576,0.12332016974687576,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075119213621056,0.12075119213621056,0.12032303214073181,0.12032303214073181,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1173258737149369,0.1173258737149369,0.11689770221710205,0.11689770221710205,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818216741085052,0.11903851013214713,0.11818216741085052,0.11818216741085052,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604130748927738,0.11604130748927738,0.11561314761638641,0.11561314761638641,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1109024894548391,0.1109024894548391,0.11047431826591492,0.11047431826591492,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619266463171699,0.10619266463171699,0.1057644933462143,0.1057644933462143,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405187063400209,0.10405187063400209,0.10362371057271957,0.10362371057271957,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918983817100525,0.10961800944634731,0.10918983817100525,0.10918983817100525,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.1091898292864627,0.1091898292864627,0.10833349823951721,0.10833349823951721,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10490814722273845,0.10490814722273845,0.10447997599840164,0.10447997599840164,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490817576646805,0.10533634710730298,0.10490817576646805,0.10490817576646805,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704906284809113,0.10790539443016672,0.10704906284809113,0.10704906284809113,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662085703400426,0.10662085703400426,0.1061926856637001,0.1061926856637001,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11261516064405441,0.11304333182487096,0.11261516064405441,0.11261516064405441,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961800944634731,0.10961800944634731,0.10918983817100525,0.10918983817100525,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133066564798355,0.11218699663026477,0.11133066564798355,0.11133066564798355,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11261516064405441,0.11347150300568752,0.11261516064405441,0.11261516064405441,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261521421687896,0.11304338560138336,0.11218704283237457,0.11218704283237457,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1109024894548391,0.1109024894548391,0.11047431826591492,0.11047431826591492,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047433173435785,0.11047433173435785,0.10961800068616867,0.10961800068616867,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662085703400426,0.10662085703400426,0.1061926856637001,0.1061926856637001,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10276731233601416,0.10276731233601416,0.10233914107084274,0.10233914107084274,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09762854405345982,0.09762854405345982,0.096772201359272,0.096772201359272,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163414981869825,0.09163414981869825,0.09120598435401917,0.09120598435401917,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09463135898113251,0.09505952457268742,0.09463135898113251,0.09463135898113251,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09805669635534286,0.09848485618521405,0.09805669635534286,0.09805669635534286,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09805669635534286,0.09891302744914575,0.09805669635534286,0.09805669635534286,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09420318596855128,0.09420318596855128,0.09334684908390045,0.09334684908390045,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09334684908390045,0.09377502038474124,0.09334684908390045,0.09334684908390045,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09077783981519726,0.09077783981519726,0.09034967422485352,0.09034967422485352,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.08992150427956784,0.08992150427956784,0.089492566883564,0.089492566883564,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.0882080764343391,0.0882080764343391,0.0873517394065857,0.0873517394065857,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.089492566883564,0.08992150427956784,0.089492566883564,0.089492566883564,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09334684908390045,0.09420318596855128,0.09334684908390045,0.09334684908390045,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08820805081805573,0.08820805081805573,0.08777987957000732,0.08777987957000732,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08349821104670388,0.08349821104670388,0.08307003974914551,0.08307003974914551,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08435456454753876,0.08478273595849058,0.08435456454753876,0.08435456454753876,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08221368917097496,0.08221368917097496,0.08135735243558884,0.08135735243558884,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08649535477161407,0.08692352019131182,0.08649535477161407,0.08649535477161407,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08777987957000732,0.08820805081805573,0.08777987957000732,0.08777987957000732,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09077785164117813,0.09163418865045478,0.09077785164117813,0.09077785164117813,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09120598435401917,0.09163414981869825,0.09120598435401917,0.09120598435401917,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09034964562864292,0.09034964562864292,0.08992147445678711,0.08992147445678711,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08949254752084979,0.08949254752084979,0.08906438201665878,0.08906438201665878,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08906440573791563,0.08906440573791563,0.08863623440265656,0.08863623440265656,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08863621634907408,0.08863621634907408,0.08777987957000732,0.08777987957000732,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08135738540543892,0.08135738540543892,0.0809292197227478,0.0809292197227478,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07750308074925424,0.07750308074925424,0.07707491517066956,0.07707491517066956,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.0749340772674265,0.0749340772674265,0.07407774031162262,0.07407774031162262,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07707491517066956,0.07750308074925424,0.07707491517066956,0.07707491517066956,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07664671832328662,0.07664671832328662,0.07621855288743973,0.07621855288743973,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07921648770570755,0.08007282416273491,0.07921648770570755,0.07921648770570755,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08307003974914551,0.08392637662723154,0.08307003974914551,0.08307003974914551,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08820801973342896,0.08906435621072156,0.08820801973342896,0.08820801973342896,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08777990506194654,0.08777990506194654,0.0873517394065857,0.0873517394065857,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08820801973342896,0.08906435621072156,0.08820801973342896,0.08820801973342896,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09163416922092438,0.09249050604862877,0.09163416922092438,0.09163416922092438,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09163414981869825,0.09163414981869825,0.09120598435401917,0.09120598435401917,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09034967559342816,0.09034967559342816,0.089492566883564,0.089492566883564,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08820805081805573,0.08820805081805573,0.08777987957000732,0.08777987957000732,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08521086275886805,0.08521086275886805,0.08478269726037979,0.08478269726037979,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08478269726037979,0.08563903397438592,0.08478269726037979,0.08478269726037979,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.0847827015366706,0.0847827015366706,0.08392636477947235,0.08392636477947235,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08349821104670388,0.08349821104670388,0.08307003974914551,0.08307003974914551,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.09034967422485352,0.09077783981519726,0.09034967422485352,0.09034967422485352,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09077785164117813,0.09120602300433224,0.09077785164117813,0.09077785164117813,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08949254752084979,0.08949254752084979,0.08906438201665878,0.08906438201665878,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.08863618511356124,0.08863618511356124,0.08820801973342896,0.08820801973342896,10684800,0.0,0.0
