,Date,Close,High,Low,Open,Volume
2,1983-08-26,106.91999816894533,107.0999984741211,105.88999938964844,106.3499984741211,50600.0
3,1983-08-29,106.44000244140624,106.91999816894533,105.9499969482422,106.91999816894533,53100.0
4,1983-08-30,106.5199966430664,106.98999786376952,106.18000030517578,106.44000244140624,55300.0
5,1983-08-31,106.83999633789062,106.97000122070312,106.04000091552734,106.5199966430664,75500.0
6,1983-09-01,106.06999969482422,106.9499969482422,106.02999877929688,106.88999938964844,58700.0
7,1983-09-02,105.80999755859376,106.30999755859376,105.63999938964844,106.06999969482422,55800.0
8,1983-09-06,107.5,107.62000274658205,105.80999755859376,105.80999755859376,64600.0
9,1983-09-07,107.97000122070312,107.97000122070312,106.95999908447266,107.5,67300.0
10,1983-09-08,107.52999877929688,107.97000122070312,106.95999908447266,107.97000122070312,53400.0
11,1983-09-09,107.1500015258789,107.58999633789062,106.98999786376952,107.1500015258789,62600.0
12,1983-09-12,104.56999969482422,108.29000091552734,104.51000213623048,107.1500015258789,81600.0
13,1983-09-13,104.38999938964844,104.56999969482422,103.41999816894533,104.56999969482422,57400.0
14,1983-09-14,104.55999755859376,104.63999938964844,103.8499984741211,104.38999938964844,48500.0
15,1983-09-15,103.9499969482422,104.5999984741211,103.94000244140624,104.55999755859376,56900.0
16,1983-09-16,104.66000366210938,105.12000274658205,103.79000091552734,103.9499969482422,58300.0
17,1983-09-19,105.56999969482422,105.79000091552734,104.66000366210938,104.66000366210938,68300.0
18,1983-09-20,105.69000244140624,106.16999816894533,105.47000122070312,105.56999969482422,85200.0
19,1983-09-21,104.66999816894533,105.6999969482422,104.41000366210938,105.69000244140624,66700.0
20,1983-09-22,104.8000030517578,105.04000091552734,104.45999908447266,104.66999816894533,69300.0
21,1983-09-23,104.75,105.20999908447266,104.33000183105467,104.8000030517578,87600.0
22,1983-09-26,104.9499969482422,105.48999786376952,104.5,104.75,76100.0
23,1983-09-27,104.0,104.9499969482422,103.72000122070312,104.9499969482422,67300.0
24,1983-09-28,103.80999755859376,104.08999633789062,103.5,104.0,67300.0
25,1983-09-29,103.27999877929688,104.06999969482422,103.27999877929688,103.80999755859376,82800.0
26,1983-09-30,101.62000274658205,103.33000183105467,101.36000061035156,103.27999877929688,56400.0
27,1983-10-03,100.48999786376952,101.66000366210938,100.36000061035156,101.62000274658205,59600.0
28,1983-10-04,99.02999877929688,100.5,98.91000366210938,100.48999786376952,69200.0
29,1983-10-05,98.5999984741211,99.04000091552734,97.9800033569336,99.02999877929688,68700.0
30,1983-10-06,100.2300033569336,100.23999786376952,98.58000183105467,98.5999984741211,93600.0
31,1983-10-07,100.0999984741211,100.41999816894533,99.87000274658205,100.2300033569336,107700.0
32,1983-10-10,104.30999755859376,104.31999969482422,100.08999633789062,100.0999984741211,55200.0
33,1983-10-11,102.87999725341795,104.30999755859376,102.86000061035156,104.30999755859376,111600.0
34,1983-10-12,103.81999969482422,104.63999938964844,102.70999908447266,102.87999725341795,104700.0
35,1983-10-13,104.08000183105467,104.08000183105467,103.5,103.81999969482422,97600.0
36,1983-10-14,104.58999633789062,104.58999633789062,103.73999786376952,104.08000183105467,67900.0
37,1983-10-17,104.7699966430664,105.30999755859376,104.38999938964844,104.58999633789062,72700.0
38,1983-10-18,104.51000213623048,105.3000030517578,104.1500015258789,104.7699966430664,70400.0
39,1983-10-19,103.62999725341795,104.51000213623048,103.18000030517578,104.51000213623048,81700.0
40,1983-10-20,103.80999755859376,103.8499984741211,103.23999786376952,103.62999725341795,64600.0
41,1983-10-21,102.97000122070312,103.80999755859376,102.4800033569336,103.80999755859376,71200.0
42,1983-10-24,103.16999816894533,103.16999816894533,101.56999969482422,102.97000122070312,67100.0
43,1983-10-25,103.23999786376952,103.83999633789062,103.11000061035156,103.16999816894533,66200.0
44,1983-10-26,101.9499969482422,103.37999725341795,101.91999816894533,103.23999786376952,74400.0
45,1983-10-27,100.62000274658205,101.9499969482422,100.23999786376952,101.9499969482422,69500.0
46,1983-10-28,100.0,100.87000274658205,99.83000183105467,100.62000274658205,72400.0
47,1983-10-31,100.33000183105467,100.87999725341795,99.8499984741211,100.0,81800.0
48,1983-11-01,99.1999969482422,99.47000122070312,97.5999984741211,99.47000122070312,56000.0
49,1983-11-02,100.72000122070312,101.0500030517578,99.9800033569336,99.9800033569336,66900.0
50,1983-11-03,100.0500030517578,100.87000274658205,100.0500030517578,100.72000122070312,69300.0
51,1983-11-04,99.5999984741211,100.08999633789062,99.3000030517578,100.0500030517578,48800.0
52,1983-11-07,99.19000244140624,99.69000244140624,99.0199966430664,99.5999984741211,47100.0
53,1983-11-08,98.6999969482422,99.23999786376952,98.62000274658205,99.19000244140624,46700.0
54,1983-11-09,100.11000061035156,100.12999725341795,98.66000366210938,98.6999969482422,49800.0
55,1983-11-10,100.13999938964844,100.5999984741211,99.93000030517578,100.11000061035156,59000.0
56,1983-11-11,100.93000030517578,100.93000030517578,100.04000091552734,100.13999938964844,59900.0
57,1983-11-14,100.1999969482422,101.12000274658205,100.05999755859376,100.93000030517578,78600.0
58,1983-11-15,99.36000061035156,100.22000122070312,99.26000213623048,100.1999969482422,58600.0
59,1983-11-16,99.41999816894533,100.08000183105467,98.97000122070312,99.36000061035156,65500.0
60,1983-11-17,99.13999938964844,99.5999984741211,98.77999877929688,99.41999816894533,63900.0
61,1983-11-18,96.76000213623048,99.1500015258789,96.55999755859376,99.13999938964844,57800.0
62,1983-11-21,96.9499969482422,96.9499969482422,96.33999633789062,96.76000213623048,73300.0
63,1983-11-22,98.37999725341795,98.7699966430664,96.9499969482422,96.9499969482422,73800.0
64,1983-11-23,99.81999969482422,100.04000091552734,98.37999725341795,98.37999725341795,64400.0
65,1983-11-25,99.77999877929688,100.0500030517578,99.52999877929688,99.81999969482422,42100.0
66,1983-11-28,99.79000091552734,99.79000091552734,99.12000274658205,99.77999877929688,63300.0
67,1983-11-29,100.48999786376952,100.5,99.31999969482422,99.79000091552734,72200.0
68,1983-11-30,98.6999969482422,100.5,98.63999938964844,100.48999786376952,76700.0
69,1983-12-01,99.38999938964844,99.5199966430664,98.62999725341795,98.6999969482422,58900.0
70,1983-12-02,98.9499969482422,99.7699966430664,98.91999816894533,99.38999938964844,64400.0
71,1983-12-05,99.37999725341795,99.37999725341795,98.18000030517578,98.9499969482422,71000.0
72,1983-12-06,98.66000366210938,99.37999725341795,98.47000122070312,99.37999725341795,63700.0
73,1983-12-07,98.41999816894533,98.77999877929688,98.22000122070312,98.66000366210938,70600.0
74,1983-12-08,98.16000366210938,98.52999877929688,97.87000274658205,98.41999816894533,66600.0
75,1983-12-09,98.7699966430664,98.7699966430664,97.72000122070312,98.16000366210938,65100.0
76,1983-12-12,99.29000091552734,99.31999969482422,98.55999755859376,98.7699966430664,62600.0
77,1983-12-13,98.8000030517578,99.29000091552734,98.61000061035156,99.29000091552734,78400.0
78,1983-12-14,97.79000091552734,98.81999969482422,97.6500015258789,98.8000030517578,64200.0
79,1983-12-15,96.9499969482422,97.77999877929688,96.9499969482422,97.77999877929688,73500.0
80,1983-12-16,96.9800033569336,96.9800033569336,96.08999633789062,96.9499969482422,69600.0
81,1983-12-19,95.70999908447266,96.98999786376952,95.56999969482422,96.9800033569336,67100.0
82,1983-12-20,94.91999816894533,95.70999908447266,94.62000274658205,95.70999908447266,64600.0
83,1983-12-21,96.7300033569336,96.80999755859376,94.91999816894533,94.91999816894533,76400.0
84,1983-12-22,96.93000030517578,97.23999786376952,96.72000122070312,96.7300033569336,72900.0
85,1983-12-23,97.13999938964844,97.2300033569336,96.62999725341795,96.93000030517578,46800.0
86,1983-12-27,98.1500015258789,98.1500015258789,97.04000091552734,97.13999938964844,59100.0
87,1983-12-28,101.41999816894533,101.4499969482422,98.1500015258789,98.1500015258789,68900.0
88,1983-12-29,100.77999877929688,101.7699966430664,100.72000122070312,101.41999816894533,86900.0
89,1983-12-30,100.62000274658205,100.95999908447266,100.3000030517578,100.77999877929688,105900.0
90,1984-01-03,99.02999877929688,100.62000274658205,99.02999877929688,100.62000274658205,58700.0
91,1984-01-04,101.06999969482422,101.2300033569336,98.86000061035156,99.02999877929688,76400.0
92,1984-01-05,101.87000274658205,102.12000274658205,101.06999969482422,101.06999969482422,99000.0
93,1984-01-06,102.41000366210938,102.41000366210938,101.30999755859376,101.87000274658205,88900.0
94,1984-01-09,102.75,103.2300033569336,102.0999984741211,102.41000366210938,83400.0
95,1984-01-10,102.79000091552734,103.26000213623048,102.66000366210938,102.75,83500.0
96,1984-01-11,103.26000213623048,103.52999877929688,102.33000183105467,102.79000091552734,81600.0
97,1984-01-12,103.38999938964844,103.87999725341795,103.22000122070312,103.26000213623048,70900.0
98,1984-01-13,103.62999725341795,104.05999755859376,103.31999969482422,103.38999938964844,64200.0
99,1984-01-16,103.66000366210938,104.06999969482422,103.5999984741211,103.62999725341795,70700.0
100,1984-01-17,104.0,104.0199966430664,103.3499984741211,103.66000366210938,65900.0
101,1984-01-18,104.23999786376952,104.44000244140624,103.86000061035156,104.0,63300.0
102,1984-01-19,105.43000030517578,105.43000030517578,103.94000244140624,104.23999786376952,65100.0
