Date,Volume
1990-09-27,142340800
1990-09-28,176041600
1990-10-01,155657600
1990-10-02,270984000
1990-10-03,268240000
1990-10-04,213494400
1990-10-05,99489600
1990-10-08,61532800
1990-10-09,120579200
1990-10-10,147907200
1990-10-11,205979200
1990-10-12,228648000
1990-10-15,201017600
1990-10-16,305233600
1990-10-17,309064000
1990-10-18,315000000
1990-10-19,933732800
1990-10-22,252739200
1990-10-23,167048000
1990-10-24,141825600
1990-10-25,153462400
1990-10-26,134198400
1990-10-29,123480000
1990-10-30,98044800
1990-10-31,148758400
1990-11-01,90652800
1990-11-02,148612800
1990-11-05,184475200
1990-11-06,184766400
1990-11-07,202977600
1990-11-08,199248000
1990-11-09,198228800
1990-11-12,145051200
1990-11-13,141948800
1990-11-14,190747200
1990-11-15,161772800
1990-11-16,183008000
1990-11-19,223910400
1990-11-20,153630400
1990-11-21,123211200
1990-11-23,53200000
1990-11-26,81457600
1990-11-27,164584000
1990-11-28,174910400
1990-11-29,126705600
1990-11-30,121508800
1990-12-03,165401600
1990-12-04,152152000
1990-12-05,218388800
1990-12-06,532246400
1990-12-07,329660800
1990-12-10,250588800
1990-12-11,347883200
1990-12-12,242356800
1990-12-13,160731200
1990-12-14,87068800
1990-12-17,131107200
1990-12-18,220987200
1990-12-19,140660800
1990-12-20,401072000
1990-12-21,346136000
1990-12-24,58721600
1990-12-26,103073600
1990-12-27,97652800
1990-12-28,63929600
1990-12-31,44273600
1991-01-02,154985600
1991-01-03,150180800
1991-01-04,141523200
1991-01-07,310800000
1991-01-08,218691200
1991-01-09,467264000
1991-01-10,435321600
1991-01-11,307652800
1991-01-14,210840000
1991-01-15,192057600
1991-01-16,390633600
1991-01-17,591673600
1991-01-18,943241600
1991-01-21,324307200
1991-01-22,427728000
1991-01-23,244260800
1991-01-24,233934400
1991-01-25,223809600
1991-01-28,273481600
1991-01-29,215555200
1991-01-30,336772800
1991-01-31,242592000
1991-02-01,444550400
1991-02-04,267848000
1991-02-05,356115200
1991-02-06,222566400
1991-02-07,520172800
1991-02-08,313555200
1991-02-11,323030400
1991-02-12,224750400
1991-02-13,255550400
1991-02-14,377675200
1991-02-15,365612800
1991-02-19,226251200
1991-02-20,213640000
1991-02-21,190870400
1991-02-22,232568000
1991-02-25,359273600
1991-02-26,250017600
1991-02-27,174372800
1991-02-28,227360000
1991-03-01,126134400
1991-03-04,88356800
1991-03-05,441448000
1991-03-06,523958400
1991-03-07,321753600
1991-03-08,322201600
1991-03-11,175369600
1991-03-12,233676800
1991-03-13,174552000
1991-03-14,227068800
1991-03-15,204836800
1991-03-18,214009600
1991-03-19,422195200
1991-03-20,361704000
1991-03-21,296800000
1991-03-22,338128000
1991-03-25,135856000
1991-03-26,333625600
1991-03-27,190220800
1991-03-28,78702400
1991-04-01,117924800
1991-04-02,292924800
1991-04-03,240128000
1991-04-04,168436800
1991-04-05,155411200
1991-04-08,72475200
1991-04-09,119448000
1991-04-10,216406400
1991-04-11,355588800
1991-04-12,367718400
1991-04-15,1700384000
1991-04-16,620782400
1991-04-17,322403200
1991-04-18,247363200
1991-04-19,287302400
1991-04-22,257017600
1991-04-23,237294400
1991-04-24,105448000
1991-04-25,315380800
1991-04-26,125059200
1991-04-29,206707200
1991-04-30,711446400
1991-05-01,1868372800
1991-05-02,811126400
1991-05-03,243712000
1991-05-06,212329600
1991-05-07,270480000
1991-05-08,176780800
1991-05-09,238212800
1991-05-10,241729600
1991-05-13,244944000
1991-05-14,216944000
1991-05-15,518347200
1991-05-16,382132800
1991-05-17,471060800
1991-05-20,262169600
1991-05-21,349798400
1991-05-22,227270400
1991-05-23,208656000
1991-05-24,97126400
1991-05-28,171438400
1991-05-29,384003200
1991-05-30,158345600
1991-05-31,217862400
1991-06-03,220068800
1991-06-04,184284800
1991-06-05,133291200
1991-06-06,168504000
1991-06-07,152745600
1991-06-10,167440000
1991-06-11,188563200
1991-06-12,435635200
1991-06-13,211366400
1991-06-14,225288000
1991-06-17,166600000
1991-06-18,244686400
1991-06-19,178942400
1991-06-20,144043200
1991-06-21,206012800
1991-06-24,207984000
1991-06-25,227920000
1991-06-26,250443200
1991-06-27,151200000
1991-06-28,226643200
1991-07-01,194824000
1991-07-02,120142400
1991-07-03,310374400
1991-07-05,331553600
1991-07-08,307081600
1991-07-09,226441600
1991-07-10,156576000
1991-07-11,145913600
1991-07-12,132753600
1991-07-15,137984000
1991-07-16,222992000
1991-07-17,208936000
1991-07-18,398316800
1991-07-19,128419200
1991-07-22,108673600
1991-07-23,133056000
1991-07-24,131454400
1991-07-25,65800000
1991-07-26,74233600
1991-07-29,53300800
1991-07-30,91862400
1991-07-31,102804800
1991-08-01,448425600
1991-08-02,273011200
1991-08-05,100766400
1991-08-06,220427200
1991-08-07,211612800
1991-08-08,189448000
1991-08-09,154403200
1991-08-12,142531200
1991-08-13,286585600
1991-08-14,200715200
1991-08-15,145544000
1991-08-16,158804800
1991-08-19,322481600
1991-08-20,199427200
1991-08-21,223372800
1991-08-22,165648000
1991-08-23,240419200
1991-08-26,101595200
1991-08-27,100352000
1991-08-28,107587200
1991-08-29,113355200
1991-08-30,66136000
1991-09-03,68376000
1991-09-04,119784000
1991-09-05,77884800
1991-09-06,79273600
1991-09-09,126481600
1991-09-10,182840000
1991-09-11,178001600
1991-09-12,119212800
1991-09-13,166734400
1991-09-16,205777600
1991-09-17,135408000
1991-09-18,121352000
1991-09-19,178337600
1991-09-20,188148800
1991-09-23,87662400
1991-09-24,106097600
1991-09-25,54465600
1991-09-26,71220800
1991-09-27,62809600
1991-09-30,63201600
1991-10-01,131376000
1991-10-02,17987200
1991-10-03,181003200
1991-10-04,79374400
1991-10-07,64702400
1991-10-08,172256000
1991-10-09,132742400
1991-10-10,157214400
1991-10-11,120052800
1991-10-14,111876800
1991-10-15,288209600
1991-10-16,200872000
1991-10-17,151614400
1991-10-18,446958400
1991-10-21,116692800
1991-10-22,208208000
1991-10-23,168828800
1991-10-24,177900800
1991-10-25,106971200
1991-10-28,77862400
1991-10-29,101236800
1991-10-30,148243200
1991-10-31,231806400
1991-11-01,201264000
1991-11-04,195294400
1991-11-05,215600000
1991-11-06,236790400
1991-11-07,296732800
1991-11-08,375827200
1991-11-11,164942400
1991-11-12,166689600
1991-11-13,185920000
1991-11-14,188003200
1991-11-15,256950400
1991-11-18,238739200
1991-11-19,285488000
1991-11-20,168100800
1991-11-21,106814400
1991-11-22,97843200
1991-11-25,78433600
1991-11-26,139272000
1991-11-27,63235200
1991-11-29,34092800
1991-12-02,118899200
1991-12-03,102860800
1991-12-04,80550400
1991-12-05,99198400
1991-12-06,196985600
1991-12-09,97832000
1991-12-10,122617600
1991-12-11,84560000
1991-12-12,91750400
1991-12-13,95121600
1991-12-16,77190400
1991-12-17,97843200
1991-12-18,186603200
1991-12-19,115326400
1991-12-20,128184000
1991-12-23,103163200
1991-12-24,188563200
1991-12-26,134500800
1991-12-27,167742400
1991-12-30,183646400
1991-12-31,134030400
1992-01-02,233632000
1992-01-03,190254400
1992-01-06,114240000
1992-01-07,141467200
1992-01-08,232747200
1992-01-09,208510400
1992-01-10,196224000
1992-01-13,107856000
1992-01-14,273806400
1992-01-15,325740800
1992-01-16,293529600
1992-01-17,848355200
1992-01-20,209664000
1992-01-21,194084800
1992-01-22,183680000
1992-01-23,138353600
1992-01-24,177609600
1992-01-27,83451200
1992-01-28,173723200
1992-01-29,144558400
1992-01-30,87113600
1992-01-31,144558400
1992-02-03,158132800
1992-02-04,192931200
1992-02-05,161504000
1992-02-06,93139200
1992-02-07,147537600
1992-02-10,86441600
1992-02-11,122012800
1992-02-12,137961600
1992-02-13,76014400
1992-02-14,72587200
1992-02-18,68353600
1992-02-19,95670400
1992-02-20,130860800
1992-02-21,151580800
1992-02-24,171404800
1992-02-25,227214400
1992-02-26,229084800
1992-02-27,122169600
1992-02-28,90395200
1992-03-02,89252800
1992-03-03,99276800
1992-03-04,115371200
1992-03-05,236723200
1992-03-06,134288000
1992-03-09,108942400
1992-03-10,122696000
1992-03-11,131656000
1992-03-12,152902400
1992-03-13,79184000
1992-03-16,56291200
1992-03-17,85097600
1992-03-18,81032000
1992-03-19,118518400
1992-03-20,54163200
1992-03-23,50075200
1992-03-24,209417600
1992-03-25,121553600
1992-03-26,123020800
1992-03-27,264532800
1992-03-30,339035200
1992-03-31,212632000
1992-04-01,159656000
1992-04-02,133974400
1992-04-03,116457600
1992-04-06,101987200
1992-04-07,230216000
1992-04-08,367024000
1992-04-09,192136000
1992-04-10,274064000
1992-04-13,122830400
1992-04-14,144401600
1992-04-15,217358400
1992-04-16,258686400
1992-04-20,206046400
1992-04-21,180364800
1992-04-22,171528000
1992-04-23,182817600
1992-04-24,98280000
1992-04-27,140268800
1992-04-28,174126400
1992-04-29,198900800
1992-04-30,260265600
1992-05-01,134377600
1992-05-04,123233600
1992-05-05,180084800
1992-05-06,177990400
1992-05-07,172356800
1992-05-08,198699200
1992-05-11,90899200
1992-05-12,77044800
1992-05-13,97473600
1992-05-14,156923200
1992-05-15,121307200
1992-05-18,129091200
1992-05-19,131678400
1992-05-20,173208000
1992-05-21,137692800
1992-05-22,46468800
1992-05-26,95614400
1992-05-27,154089600
1992-05-28,127243200
1992-05-29,178248000
1992-06-01,248046400
1992-06-02,155680000
1992-06-03,300574400
1992-06-04,180152000
1992-06-05,112728000
1992-06-08,104339200
1992-06-09,101281600
1992-06-10,126604800
1992-06-11,140515200
1992-06-12,96510400
1992-06-15,189190400
1992-06-16,365355200
1992-06-17,304248000
1992-06-18,433720000
1992-06-19,427436800
1992-06-22,389939200
1992-06-23,311550400
1992-06-24,211064000
1992-06-25,160608000
1992-06-26,110364800
1992-06-29,188428800
1992-06-30,193345600
1992-07-01,143528000
1992-07-02,256648000
1992-07-06,122001600
1992-07-07,207088000
1992-07-08,195955200
1992-07-09,165793600
1992-07-10,143796800
1992-07-13,125563200
1992-07-14,125988800
1992-07-15,174462400
1992-07-16,139798400
1992-07-17,423640000
1992-07-20,192124800
1992-07-21,131947200
1992-07-22,161974400
1992-07-23,171516800
1992-07-24,134971200
1992-07-27,2396800
1992-07-28,134243200
1992-07-29,250768000
1992-07-30,137894400
1992-07-31,90708800
1992-08-03,68544000
1992-08-04,119716800
1992-08-05,139260800
1992-08-06,257969600
1992-08-07,219161600
1992-08-10,91448000
1992-08-11,121307200
1992-08-12,121385600
1992-08-13,170990400
1992-08-14,136102400
1992-08-17,128710400
1992-08-18,112313600
1992-08-19,170542400
1992-08-20,108908800
1992-08-21,109468800
1992-08-24,152174400
1992-08-25,132361600
1992-08-26,121060800
1992-08-27,82745600
1992-08-28,61241600
1992-08-31,121116800
1992-09-01,60289600
1992-09-02,189896000
1992-09-03,211859200
1992-09-04,63235200
1992-09-08,70000000
1992-09-09,157203200
1992-09-10,228177600
1992-09-11,179883200
1992-09-14,214681600
1992-09-15,218523200
1992-09-16,178718400
1992-09-17,172435200
1992-09-18,115606400
1992-09-21,89678400
1992-09-22,111540800
1992-09-23,123972800
1992-09-24,125652800
1992-09-25,137468800
1992-09-28,149520000
1992-09-29,157270400
1992-09-30,100049600
1992-10-01,122729600
1992-10-02,113545600
1992-10-05,264958400
1992-10-06,113444800
1992-10-07,113310400
1992-10-08,126974400
1992-10-09,58744000
1992-10-12,71635200
1992-10-13,147179200
1992-10-14,95726400
1992-10-15,75420800
1992-10-16,451348800
1992-10-19,196044800
1992-10-20,287246400
1992-10-21,114251200
1992-10-22,84470400
1992-10-23,91425600
1992-10-26,250689600
1992-10-27,211960000
1992-10-28,196593600
1992-10-29,213897600
1992-10-30,129830400
1992-11-02,170094400
1992-11-03,112750400
1992-11-04,141960000
1992-11-05,298054400
1992-11-06,263972800
1992-11-09,112929600
1992-11-10,122225600
1992-11-11,140425600
1992-11-12,107598400
1992-11-13,84750400
1992-11-16,67547200
1992-11-17,168806400
1992-11-18,304808000
1992-11-19,240542400
1992-11-20,155489600
1992-11-23,152723200
1992-11-24,156822400
1992-11-25,117342400
1992-11-27,47196800
1992-11-30,160507200
1992-12-01,130144000
1992-12-02,97776000
1992-12-03,187588800
1992-12-04,95782400
1992-12-07,144222400
1992-12-08,196638400
1992-12-09,159409600
1992-12-10,140190400
1992-12-11,120187200
1992-12-14,110510400
1992-12-15,182537600
1992-12-16,225926400
1992-12-17,233867200
1992-12-18,235457600
1992-12-21,256065600
1992-12-22,280168000
1992-12-23,112336000
1992-12-24,45964800
1992-12-28,70448000
1992-12-29,116278400
1992-12-30,100587200
1992-12-31,92232000
1993-01-04,129136000
1993-01-05,186256000
1993-01-06,281400000
1993-01-07,272137600
1993-01-08,320936000
1993-01-11,273728000
1993-01-12,346158400
1993-01-13,199640000
1993-01-14,367808000
1993-01-15,902630400
1993-01-18,333636800
1993-01-19,274041600
1993-01-20,158737600
1993-01-21,184419200
1993-01-22,146944000
1993-01-25,202272000
1993-01-26,285622400
1993-01-27,226620800
1993-01-28,184038400
1993-01-29,266100800
1993-02-01,240553600
1993-02-02,182336000
1993-02-03,264185600
1993-02-04,208152000
1993-02-05,367617600
1993-02-08,281075200
1993-02-09,238660800
1993-02-10,268284800
1993-02-11,168268800
1993-02-12,275396800
1993-02-16,407736000
1993-02-17,249580800
1993-02-18,280123200
1993-02-19,177800000
1993-02-22,98761600
1993-02-23,194073600
1993-02-24,286563200
1993-02-25,167227200
1993-02-26,294884800
1993-03-01,119302400
1993-03-02,147694400
1993-03-03,202697600
1993-03-04,188339200
1993-03-05,111619200
1993-03-08,177004800
1993-03-09,154828800
1993-03-10,132496000
1993-03-11,144614400
1993-03-12,126694400
1993-03-15,136035200
1993-03-16,101281600
1993-03-17,176220800
1993-03-18,106187200
1993-03-19,154100800
1993-03-22,165200000
1993-03-23,102536000
1993-03-24,143068800
1993-03-25,171046400
1993-03-26,151760000
1993-03-29,261710400
1993-03-30,264051200
1993-03-31,223036800
1993-04-01,108203200
1993-04-02,253792000
1993-04-05,149172800
1993-04-06,168369600
1993-04-07,162848000
1993-04-08,163430400
1993-04-12,93049600
1993-04-13,164483200
1993-04-14,170060800
1993-04-15,218702400
1993-04-16,686795200
1993-04-19,227864000
1993-04-20,240049600
1993-04-21,205273600
1993-04-22,157673600
1993-04-23,134142400
1993-04-26,102804800
1993-04-27,129673600
1993-04-28,163240000
1993-04-29,82443200
1993-04-30,132339200
1993-05-03,65184000
1993-05-04,170822400
1993-05-05,253064000
1993-05-06,70459200
1993-05-07,81894400
1993-05-10,137928000
1993-05-11,158379200
1993-05-12,105224000
1993-05-13,361726400
1993-05-14,117409600
1993-05-17,69641600
1993-05-18,163475200
1993-05-19,172771200
1993-05-20,290528000
1993-05-21,148198400
1993-05-24,150315200
1993-05-25,180723200
1993-05-26,121564800
1993-05-27,197288000
1993-05-28,183948800
1993-06-01,135072000
1993-06-02,200480000
1993-06-03,156856000
1993-06-04,213684800
1993-06-07,482305600
1993-06-08,621096000
1993-06-09,1178419200
1993-06-10,553705600
1993-06-11,242323200
1993-06-14,249491200
1993-06-15,448324800
1993-06-16,353080000
1993-06-17,409438400
1993-06-18,311292800
1993-06-21,273582400
1993-06-22,336380800
1993-06-23,180723200
1993-06-24,222835200
1993-06-25,257163200
1993-06-28,353617600
1993-06-29,294268800
1993-06-30,200256000
1993-07-01,218164800
1993-07-02,191632000
1993-07-06,155254400
1993-07-07,227035200
1993-07-08,138969600
1993-07-09,156878400
1993-07-12,173880000
1993-07-13,158110400
1993-07-14,246299200
1993-07-15,338038400
1993-07-16,2120596800
1993-07-19,806232000
1993-07-20,531910400
1993-07-21,455907200
1993-07-22,211176000
1993-07-23,233777600
1993-07-26,152824000
1993-07-27,198609600
1993-07-28,91795200
1993-07-29,121374400
1993-07-30,214446400
1993-08-02,216305600
1993-08-03,176478400
1993-08-04,242995200
1993-08-05,209372800
1993-08-06,125921600
1993-08-09,161414400
1993-08-10,152779200
1993-08-11,166969600
1993-08-12,338172800
1993-08-13,138812800
1993-08-16,102446400
1993-08-17,108180800
1993-08-18,188720000
1993-08-19,152129600
1993-08-20,99937600
1993-08-23,91179200
1993-08-24,101259200
1993-08-25,145768000
1993-08-26,176142400
1993-08-27,186569600
1993-08-30,273739200
1993-08-31,127870400
1993-09-01,225568000
1993-09-02,282262400
1993-09-03,162937600
1993-09-07,143539200
1993-09-08,226632000
1993-09-09,149531200
1993-09-10,134489600
1993-09-13,255785600
1993-09-14,276640000
1993-09-15,257723200
1993-09-16,85960000
1993-09-17,172032000
1993-09-20,111036800
1993-09-21,146496000
1993-09-22,110488000
1993-09-23,130950400
1993-09-24,76574400
1993-09-27,113176000
1993-09-28,94550400
1993-09-29,236745600
1993-09-30,274904000
1993-10-01,335988800
1993-10-04,192841600
1993-10-05,176310400
1993-10-06,175280000
1993-10-07,134904000
1993-10-08,139406400
1993-10-11,161145600
1993-10-12,306342400
1993-10-13,177004800
1993-10-14,160686400
1993-10-15,955248000
1993-10-18,332998400
1993-10-19,213572800
1993-10-20,138409600
1993-10-21,627110400
1993-10-22,396076800
1993-10-25,219128000
1993-10-26,222476800
1993-10-27,459065600
1993-10-28,244462400
1993-10-29,136864000
1993-11-01,105974400
1993-11-02,224246400
1993-11-03,176960000
1993-11-04,185371200
1993-11-05,378033600
1993-11-08,166992000
1993-11-09,171248000
1993-11-10,76977600
1993-11-11,142430400
1993-11-12,143662400
1993-11-15,157102400
1993-11-16,303083200
1993-11-17,302624000
1993-11-18,114408000
1993-11-19,122964800
1993-11-22,150606400
1993-11-23,186166400
1993-11-24,90440000
1993-11-26,43444800
1993-11-29,96712000
1993-11-30,112660800
1993-12-01,111216000
1993-12-02,100654400
1993-12-03,120467200
1993-12-06,156979200
1993-12-07,63851200
1993-12-08,39592000
1993-12-09,182761600
1993-12-10,497257600
1993-12-13,244328000
1993-12-14,293664000
1993-12-15,123883200
1993-12-16,126369600
1993-12-17,145152000
1993-12-20,189033600
1993-12-21,251126400
1993-12-22,181372800
1993-12-23,226956800
1993-12-27,159936000
1993-12-28,159499200
1993-12-29,107352000
1993-12-30,314552000
1993-12-31,160966400
1994-01-03,181529600
1994-01-04,285174400
1994-01-05,612136000
1994-01-06,366508800
1994-01-07,298793600
1994-01-10,201588800
1994-01-11,355398400
1994-01-12,439118400
1994-01-13,531596800
1994-01-14,214513600
1994-01-17,145712000
1994-01-18,362801600
1994-01-19,281590400
1994-01-20,268083200
1994-01-21,980134400
1994-01-24,692148800
1994-01-25,442332800
1994-01-26,165804800
1994-01-27,132249600
1994-01-28,136438400
1994-01-31,238380800
1994-02-01,156721600
1994-02-02,146451200
1994-02-03,137995200
1994-02-04,354009600
1994-02-07,725446400
1994-02-08,285387200
1994-02-09,186984000
1994-02-10,302030400
1994-02-11,164248000
1994-02-14,245548800
1994-02-15,129774400
1994-02-16,122024000
1994-02-17,145152000
1994-02-18,149072000
1994-02-22,214569600
1994-02-23,260534400
1994-02-24,197859200
1994-02-25,236824000
1994-02-28,123827200
1994-03-01,211870400
1994-03-02,294145600
1994-03-03,188473600
1994-03-04,226844800
1994-03-07,310396800
1994-03-08,186054400
1994-03-09,248539200
1994-03-10,143763200
1994-03-11,161840000
1994-03-14,441705600
1994-03-15,204545600
1994-03-16,147168000
1994-03-17,156228800
1994-03-18,223675200
1994-03-21,246512000
1994-03-22,242827200
1994-03-23,216686400
1994-03-24,188092800
1994-03-25,343638400
1994-03-28,282576000
1994-03-29,213516800
1994-03-30,169825600
1994-03-31,209059200
1994-04-04,168302400
1994-04-05,97899200
1994-04-06,129091200
1994-04-07,77369600
1994-04-08,176848000
1994-04-11,106825600
1994-04-12,136830400
1994-04-13,233139200
1994-04-14,221995200
1994-04-15,188350400
1994-04-18,230294400
1994-04-19,166252800
1994-04-20,281848000
1994-04-21,410536000
1994-04-22,697827200
1994-04-25,359240000
1994-04-26,164225600
1994-04-28,100475200
1994-04-29,94785600
1994-05-02,123222400
1994-05-03,132899200
1994-05-04,364156800
1994-05-05,288332800
1994-05-06,187779200
1994-05-09,140470400
1994-05-10,146843200
1994-05-11,145521600
1994-05-12,107105600
1994-05-13,92612800
1994-05-16,135385600
1994-05-17,180107200
1994-05-18,123860800
1994-05-19,273582400
1994-05-20,98145600
1994-05-23,119952000
1994-05-24,126448000
1994-05-25,136113600
1994-05-26,73035200
1994-05-27,108684800
1994-05-31,257398400
1994-06-01,385761600
1994-06-02,384921600
1994-06-03,353684800
1994-06-06,126033600
1994-06-07,140246400
1994-06-08,274164800
1994-06-09,293529600
1994-06-10,142732800
1994-06-13,92904000
1994-06-14,154358400
1994-06-15,159476800
1994-06-16,218220800
1994-06-17,224492800
1994-06-20,199897600
1994-06-21,243275200
1994-06-22,113859200
1994-06-23,203896000
1994-06-24,292857600
1994-06-27,255953600
1994-06-28,174227200
1994-06-29,135564800
1994-06-30,101729600
1994-07-01,179278400
1994-07-05,85848000
1994-07-06,97384000
1994-07-07,170150400
1994-07-08,208230400
1994-07-11,106422400
1994-07-12,242312000
1994-07-13,450262400
1994-07-14,180667200
1994-07-15,94964800
1994-07-18,76428800
1994-07-19,116368000
1994-07-20,217369600
1994-07-21,289475200
1994-07-22,786576000
1994-07-25,422654400
1994-07-26,188809600
1994-07-27,133784000
1994-07-28,245313600
1994-07-29,555766400
1994-08-01,229275200
1994-08-02,269561600
1994-08-03,226844800
1994-08-04,184755200
1994-08-05,87012800
1994-08-08,141276800
1994-08-09,78601600
1994-08-10,253568000
1994-08-11,298088000
1994-08-12,179648000
1994-08-15,120075200
1994-08-16,155736000
1994-08-17,286182400
1994-08-18,206259200
1994-08-19,130547200
1994-08-22,152420800
1994-08-23,214446400
1994-08-24,171584000
1994-08-25,298793600
1994-08-26,204198400
1994-08-29,152107200
1994-08-30,182078400
1994-08-31,351836800
1994-09-01,204288000
1994-09-02,101304000
1994-09-06,91425600
1994-09-07,203896000
1994-09-08,158838400
1994-09-09,157236800
1994-09-12,90540800
1994-09-13,104227200
1994-09-14,99086400
1994-09-15,258955200
1994-09-16,364145600
1994-09-19,174350400
1994-09-20,197254400
1994-09-21,234841600
1994-09-22,146238400
1994-09-23,132876800
1994-09-26,141702400
1994-09-27,109088000
1994-09-28,81267200
1994-09-29,109379200
1994-09-30,71702400
1994-10-03,129595200
1994-10-04,162388800
1994-10-05,709800000
1994-10-06,526915200
1994-10-07,364392000
1994-10-10,523409600
1994-10-11,842307200
1994-10-12,597318400
1994-10-13,525302400
1994-10-14,176052800
1994-10-17,303990400
1994-10-18,468686400
1994-10-19,351086400
1994-10-20,218142400
1994-10-21,322705600
1994-10-24,204500800
1994-10-25,301481600
1994-10-26,196772800
1994-10-27,159409600
1994-10-28,273324800
1994-10-31,355902400
1994-11-01,218097600
1994-11-02,218747200
1994-11-03,110521600
1994-11-04,192046400
1994-11-07,113041600
1994-11-08,348969600
1994-11-09,406336000
1994-11-10,152980800
1994-11-11,62272000
1994-11-14,139630400
1994-11-15,167619200
1994-11-16,187398400
1994-11-17,150438400
1994-11-18,147033600
1994-11-21,202596800
1994-11-22,224336000
1994-11-23,327812800
1994-11-25,84224000
1994-11-28,138678400
1994-11-29,144132800
1994-11-30,312032000
1994-12-01,309321600
1994-12-02,172256000
1994-12-05,180275200
1994-12-06,238089600
1994-12-07,137300800
1994-12-08,169859200
1994-12-09,260724800
1994-12-12,224078400
1994-12-13,119201600
1994-12-14,311427200
1994-12-15,227595200
1994-12-16,179782400
1994-12-19,332819200
1994-12-20,175145600
1994-12-21,157438400
1994-12-22,133078400
1994-12-23,93889600
1994-12-27,81916800
1994-12-28,89163200
1994-12-29,121340800
1994-12-30,73091200
1995-01-03,103868800
1995-01-04,158681600
1995-01-05,73640000
1995-01-06,1076622400
1995-01-09,274086400
1995-01-10,614790400
1995-01-11,873824000
1995-01-12,551779200
1995-01-13,351377600
1995-01-16,188977600
1995-01-17,330108800
1995-01-18,127657600
1995-01-19,314294400
1995-01-20,1000361600
1995-01-23,398540800
1995-01-24,218097600
1995-01-25,517070400
1995-01-26,246388800
1995-01-27,298569600
1995-01-30,230585600
1995-01-31,212777600
1995-02-01,158368000
1995-02-02,203582400
1995-02-03,319211200
1995-02-06,243028800
1995-02-07,201600000
1995-02-08,402864000
1995-02-09,475395200
1995-02-10,350963200
1995-02-13,283371200
1995-02-14,165614400
1995-02-15,184475200
1995-02-16,218780800
1995-02-17,121788800
1995-02-21,301582400
1995-02-22,293417600
1995-02-23,314708800
1995-02-24,568814400
1995-02-27,268811200
1995-02-28,222969600
1995-03-01,224448000
1995-03-02,268744000
1995-03-03,145768000
1995-03-06,132720000
1995-03-07,150785600
1995-03-08,364873600
1995-03-09,196683200
1995-03-10,137412800
1995-03-13,325752000
1995-03-14,727865600
1995-03-15,730968000
1995-03-16,316736000
1995-03-17,215644800
1995-03-20,189884800
1995-03-21,305368000
1995-03-22,479147200
1995-03-23,170094400
1995-03-24,128116800
1995-03-27,142800000
1995-03-28,689796800
1995-03-29,496876800
1995-03-30,273414400
1995-03-31,183243200
1995-04-03,154302400
1995-04-04,428198400
1995-04-05,264857600
1995-04-06,722825600
1995-04-07,295724800
1995-04-10,117801600
1995-04-11,214513600
1995-04-12,474712000
1995-04-13,174361600
1995-04-17,208812800
1995-04-18,231134400
1995-04-19,279428800
1995-04-20,329504000
1995-04-21,666624000
1995-04-24,272238400
1995-04-25,273638400
1995-04-26,230440000
1995-04-27,139865600
1995-04-28,195316800
1995-05-01,177956800
1995-05-02,120008000
1995-05-03,168784000
1995-05-04,303643200
1995-05-05,208006400
1995-05-08,386971200
1995-05-09,322929600
1995-05-10,275072000
1995-05-11,523622400
1995-05-12,647953600
1995-05-15,393355200
1995-05-16,332516800
1995-05-17,263144000
1995-05-18,371571200
1995-05-19,322593600
1995-05-22,371884800
1995-05-23,276662400
1995-05-24,264667200
1995-05-25,182862400
1995-05-26,114553600
1995-05-30,196380800
1995-05-31,159532800
1995-06-01,186726400
1995-06-02,105694400
1995-06-05,254654400
1995-06-06,315268800
1995-06-07,124521600
1995-06-08,136136000
1995-06-09,186625600
1995-06-12,212116800
1995-06-13,125944000
1995-06-14,118048000
1995-06-15,92758400
1995-06-16,89208000
1995-06-19,469537600
1995-06-20,738528000
1995-06-21,626012800
1995-06-22,473916800
1995-06-23,231963200
1995-06-26,152779200
1995-06-27,217100800
1995-06-28,266358400
1995-06-29,232556800
1995-06-30,165491200
1995-07-03,39390400
1995-07-05,177060800
1995-07-06,184094400
1995-07-07,387116800
1995-07-10,297931200
1995-07-11,214692800
1995-07-12,283808000
1995-07-13,352329600
1995-07-14,277928000
1995-07-17,226161600
1995-07-18,254632000
1995-07-19,521035200
1995-07-20,331273600
1995-07-21,757881600
1995-07-24,214625600
1995-07-25,263524800
1995-07-26,171449600
1995-07-27,325180800
1995-07-28,260937600
1995-07-31,158524800
1995-08-01,210918400
1995-08-02,275128000
1995-08-03,213931200
1995-08-04,192315200
1995-08-07,193760000
1995-08-08,234595200
1995-08-09,369017600
1995-08-10,164024000
1995-08-11,206931200
1995-08-14,167406400
1995-08-15,317867200
1995-08-16,292633600
1995-08-17,246892800
1995-08-18,241158400
1995-08-21,271779200
1995-08-22,217044800
1995-08-23,253803200
1995-08-24,287929600
1995-08-25,134344000
1995-08-28,243040000
1995-08-29,317060800
1995-08-30,153473600
1995-08-31,87864000
1995-09-01,98380800
1995-09-05,179972800
1995-09-06,200760000
1995-09-07,262326400
1995-09-08,174776000
1995-09-11,172491200
1995-09-12,326256000
1995-09-13,322750400
1995-09-14,550558400
1995-09-15,1211963200
1995-09-18,621488000
1995-09-19,490022400
1995-09-20,321809600
1995-09-21,347334400
1995-09-22,398641600
1995-09-25,315212800
1995-09-26,250902400
1995-09-27,451236800
1995-09-28,331184000
1995-09-29,283416000
1995-10-02,392000000
1995-10-03,289822400
1995-10-04,266772800
1995-10-05,244070400
