Price,Close,High,Low,Open
Ticker,AAPL,AAPL,AAPL,AAPL
Date,,,,
1980-12-12,0.09848488867282867,0.09891306007800303,0.09848488867282867,0.09848488867282867
1980-12-15,0.09334683418273926,0.09377500541523012,0.09334683418273926,0.09377500541523012
1980-12-16,0.08649538457393646,0.08692355014116032,0.08649538457393646,0.08692355014116032
1980-12-17,0.08863620460033417,0.08906437579162842,0.08863620460033417,0.08863620460033417
1980-12-18,0.09120602160692215,0.09163418724648455,0.09120602160692215,0.09120602160692215
1980-12-19,0.09677217900753021,0.09720035025572821,0.09677217900753021,0.09677217900753021
1980-12-22,0.10148210823535919,0.101911045854547,0.10148210823535919,0.10148210823535919
1980-12-23,0.1057644933462143,0.10619266463171699,0.1057644933462143,0.1057644933462143
1980-12-24,0.11133065819740295,0.11175882937691858,0.11133065819740295,0.11133065819740295
1980-12-26,0.12160750478506088,0.12203567610823647,0.12160750478506088,0.12160750478506088
1980-12-29,0.12332015484571457,0.12374832608626284,0.12332015484571457,0.12332015484571457
1980-12-30,0.12032297253608704,0.12075113231946737,0.12032297253608705,0.12075113231946737
1980-12-31,0.11689762771129608,0.11732579893623196,0.11689762771129607,0.11732579893623196
1981-01-02,0.11818213015794754,0.11903847260931126,0.11818213015794754,0.11818213015794754
1981-01-05,0.11561313271522522,0.11604129253293145,0.11561313271522522,0.11604129253293145
1981-01-06,0.1104743555188179,0.11090252685212514,0.1104743555188179,0.11090252685212514
1981-01-07,0.1057644933462143,0.10619266463171699,0.1057644933462143,0.10619266463171699
1981-01-08,0.10362366586923599,0.10405182574580936,0.10362366586923599,0.10405182574580936
1981-01-09,0.10918982326984406,0.10961799448675348,0.10918982326984406,0.10918982326984406
1981-01-12,0.10833350569009781,0.10918983679593701,0.1083335056900978,0.10918983679593701
1981-01-13,0.10447999089956284,0.10490816218496635,0.10447999089956284,0.10490816218496635
1981-01-14,0.10490814596414566,0.10533631718334564,0.10490814596414565,0.10490814596414565
1981-01-15,0.10704898834228516,0.1079053193283567,0.10704898834228516,0.10704898834228516
1981-01-16,0.10619264841079712,0.10662081963089669,0.10619264841079712,0.10662081963089669
1981-01-19,0.1126151755452156,0.11304334678268747,0.1126151755452156,0.1126151755452156
1981-01-20,0.10918982326984406,0.10961799448675348,0.10918982326984406,0.10961799448675348
1981-01-21,0.11133065819740295,0.11218698912237594,0.11133065819740295,0.11133065819740295
1981-01-22,0.1126151755452156,0.11347151802015934,0.1126151755452156,0.1126151755452156
1981-01-23,0.11218702793121338,0.11304337058647906,0.11218702793121337,0.11261519925884622
1981-01-26,0.1104743555188179,0.11090252685212514,0.1104743555188179,0.11090252685212514
1981-01-27,0.10961799323558807,0.11047432422557364,0.10961799323558807,0.11047432422557364
1981-01-28,0.10619264841079712,0.10662081963089669,0.10619264841079712,0.10662081963089669
1981-01-29,0.10233916342258453,0.1027673347812722,0.10233916342258453,0.1027673347812722
1981-01-30,0.09677217900753021,0.0976285215039262,0.09677217900753021,0.0976285215039262
1981-02-02,0.09120602160692215,0.09163418724648455,0.09120602160692215,0.09163418724648455
1981-02-03,0.09463133662939072,0.09505950211981375,0.09463133662939072,0.09463133662939072
1981-02-04,0.09805672615766525,0.09848488611766684,0.09805672615766525,0.09805672615766525
1981-02-05,0.09805672615766525,0.0989130575117324,0.09805672615766525,0.09805672615766525
1981-02-06,0.09848488867282867,0.09891306007800303,0.09848488867282867,0.09848488867282867
1981-02-09,0.09334683418273926,0.09420317093069115,0.09334683418273926,0.09420317093069115
1981-02-10,0.09334683418273926,0.09377500541523012,0.09334683418273926,0.09334683418273926
1981-02-11,0.09034966677427292,0.09077783232930849,0.09034966677427292,0.09077783232930849
1981-02-12,0.08949257433414459,0.08992151176585902,0.08949257433414459,0.08992151176585902
1981-02-13,0.0873517245054245,0.08820806138709707,0.0873517245054245,0.08820806138709707
1981-02-17,0.08949257433414459,0.08992151176585902,0.08949257433414459,0.08949257433414459
1981-02-18,0.09334683418273926,0.09420317093069115,0.09334683418273926,0.09334683418273926
1981-02-19,0.08777989447116852,0.08820806579190156,0.08777989447116852,0.08820806579190156
1981-02-20,0.08307000994682312,0.08349818109077016,0.08307000994682312,0.08349818109077016
1981-02-23,0.08435455709695816,0.08478272847009191,0.08435455709695816,0.08435455709695816
1981-02-24,0.08135735243558884,0.08221368917097496,0.08135735243558884,0.08221368917097496
1981-02-25,0.08649538457393646,0.08692355014116032,0.08649538457393646,0.08649538457393646
1981-02-26,0.08777989447116852,0.08820806579190156,0.08777989447116852,0.08777989447116852
1981-02-27,0.09077782183885574,0.09163415856699739,0.09077782183885574,0.09077782183885574
1981-03-02,0.09120602160692215,0.09163418724648455,0.09120602160692215,0.09120602160692215
1981-03-03,0.0899215042591095,0.0903496755728724,0.0899215042591095,0.0903496755728724
1981-03-04,0.08906435966491699,0.08949252506165488,0.08906435966491699,0.08949252506165488
1981-03-05,0.08863620460033417,0.08906437579162842,0.08863620460033417,0.08906437579162842
1981-03-06,0.08777989447116852,0.08863623139560357,0.08777989447116852,0.08863623139560357
1981-03-09,0.08092919737100601,0.08135736293544257,0.08092919737100601,0.08135736293544257
1981-03-10,0.07707490772008896,0.07750307325728427,0.07707490772008896,0.07750307325728427
1981-03-11,0.07407773286104202,0.07493406973071735,0.07407773286104202,0.07493406973071735
1981-03-12,0.07707490772008896,0.07750307325728427,0.07707490772008896,0.07707490772008896
1981-03-13,0.07621856033802032,0.0766467258157216,0.07621856033802032,0.0766467258157216
1981-03-16,0.07921651005744934,0.08007284675610077,0.07921651005744934,0.07921651005744934
1981-03-17,0.08307000994682312,0.08392634651768854,0.08307000994682312,0.08307000994682312
1981-03-18,0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134
1981-03-19,0.0873517245054245,0.08777989008774542,0.0873517245054245,0.08777989008774542
1981-03-20,0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134
1981-03-23,0.09163416177034378,0.09249049852842123,0.09163416177034378,0.09163416177034378
1981-03-24,0.09120602160692215,0.09163418724648455,0.09120602160692215,0.09163418724648455
1981-03-25,0.08949257433414459,0.09034968311536616,0.08949257433414459,0.09034968311536616
1981-03-26,0.08777989447116852,0.08820806579190156,0.08777989447116852,0.08820806579190156
1981-03-27,0.08478270471096039,0.08521087024707522,0.08478270471096039,0.08521087024707522
1981-03-30,0.08478270471096039,0.08563904150022016,0.08478270471096039,0.08478270471096039
1981-03-31,0.08392634242773056,0.0847826789568644,0.08392634242773056,0.0847826789568644
1981-04-01,0.08307000994682312,0.08349818109077016,0.08307000994682312,0.08349818109077016
1981-04-02,0.09034966677427292,0.09077783232930849,0.09034966677427292,0.09034966677427292
1981-04-03,0.09077782183885574,0.09120599306144142,0.09077782183885574,0.09077782183885574
1981-04-06,0.08906435966491699,0.08949252506165488,0.08906435966491699,0.08949252506165488
1981-04-07,0.08820804953575134,0.08863621506054534,0.08820804953575134,0.08863621506054534
1981-04-08,0.09249050915241241,0.09334684600885364,0.09249050915241241,0.09249050915241241
1981-04-09,0.09420318901538849,0.09463136033007771,0.09420318901538849,0.09420318901538849
1981-04-10,0.09548769146203995,0.09591585703377907,0.09548769146203995,0.09548769146203995
1981-04-13,0.09548769146203995,0.09591585703377907,0.09548769146203995,0.09548769146203995
1981-04-14,0.09548769146203995,0.09591585703377907,0.09548769146203995,0.09548769146203995
1981-04-15,0.09077782183885574,0.09120599306144142,0.09077782183885574,0.09120599306144142
1981-04-16,0.08563907444477081,0.08606724014559698,0.08563907444477081,0.08606724014559698
1981-04-20,0.08820804953575134,0.08863621506054534,0.08820804953575134,0.08820804953575134
1981-04-21,0.09420318901538849,0.09463136033007771,0.09420318901538849,0.09420318901538849
1981-04-22,0.09762852638959885,0.09805669765922402,0.09762852638959885,0.09762852638959885
1981-04-23,0.10019756108522415,0.10062573248281671,0.10019756108522415,0.10019756108522415
1981-04-24,0.09934121370315552,0.10019754492617439,0.09934121370315552,0.10019754492617439
1981-04-27,0.09848488867282867,0.09891306007800303,0.09848488867282867,0.09891306007800303
1981-04-28,0.09677217900753021,0.09720035025572821,0.09677217900753021,0.09720035025572821
1981-04-29,0.09548769146203995,0.09591585703377907,0.09548769146203995,0.09591585703377907
1981-04-30,0.09720039367675781,0.09805673655569638,0.09720039367675781,0.09720039367675781
1981-05-01,0.09720039367675781,0.09805673655569638,0.09720039367675781,0.09720039367675781
1981-05-04,0.09677217900753021,0.09720035025572821,0.09677217900753021,0.09720035025572821
1981-05-05,0.09634403139352798,0.09677219126188417,0.09634403139352798,0.09677219126188417
1981-05-06,0.09377500414848328,0.09420316965816049,0.09377500414848328,0.09420316965816049
1981-05-07,0.09505950659513474,0.0954876778227452,0.09505950659513474,0.09505950659513474
1981-05-08,0.09591586142778397,0.09634403273616865,0.09591586142778397,0.09591586142778397
1981-05-11,0.09377500414848328,0.09420316965816049,0.09377500414848328,0.09420316965816049
1981-05-12,0.09377500414848328,0.09505950639454468,0.09377500414848328,0.09377500414848328
1981-05-13,0.09334683418273926,0.09463134216318202,0.09334683418273926,0.09377500541523012
1981-05-14,0.09206236898899078,0.09291870608175379,0.09206236898899078,0.09291870608175379
1981-05-15,0.09420318901538849,0.09548769724242524,0.09420318901538849,0.09420318901538849
1981-05-18,0.09591586142778397,0.09677219261049164,0.09591586142778397,0.09591586142778397
1981-05-19,0.09420318901538849,0.09463136033007771,0.09420318901538849,0.09463136033007771
1981-05-20,0.09720039367675781,0.09805673655569638,0.09720039367675781,0.09720039367675781
1981-05-21,0.10276726633310318,0.10319543740660737,0.10276726633310318,0.10276726633310318
1981-05-22,0.10747717320919037,0.10833351582923699,0.10747717320919037,0.10747717320919037
