Price,Close,High,Low,Open,Volume
Ticker,^XOI,^XOI,^XOI,^XOI,^XOI
Date,,,,,
1983-08-26,106.91999816894531,107.0999984741211,105.88999938964844,106.3499984741211,50600
1983-08-29,106.44000244140625,106.91999816894531,105.94999694824219,106.91999816894531,53100
1983-08-30,106.5199966430664,106.98999786376953,106.18000030517578,106.44000244140625,55300
1983-08-31,106.83999633789062,106.97000122070312,106.04000091552734,106.5199966430664,75500
1983-09-01,106.06999969482422,106.94999694824219,106.02999877929688,106.88999938964844,58700
1983-09-02,105.80999755859375,106.30999755859375,105.63999938964844,106.06999969482422,55800
1983-09-06,107.5,107.62000274658203,105.80999755859375,105.80999755859375,64600
1983-09-07,107.97000122070312,107.97000122070312,106.95999908447266,107.5,67300
1983-09-08,107.52999877929688,107.97000122070312,106.95999908447266,107.97000122070312,53400
1983-09-09,107.1500015258789,107.58999633789062,106.98999786376953,107.1500015258789,62600
1983-09-12,104.56999969482422,108.29000091552734,104.51000213623047,107.1500015258789,81600
1983-09-13,104.38999938964844,104.56999969482422,103.41999816894531,104.56999969482422,57400
1983-09-14,104.55999755859375,104.63999938964844,103.8499984741211,104.38999938964844,48500
1983-09-15,103.94999694824219,104.5999984741211,103.94000244140625,104.55999755859375,56900
1983-09-16,104.66000366210938,105.12000274658203,103.79000091552734,103.94999694824219,58300
1983-09-19,105.56999969482422,105.79000091552734,104.66000366210938,104.66000366210938,68300
1983-09-20,105.69000244140625,106.16999816894531,105.47000122070312,105.56999969482422,85200
1983-09-21,104.66999816894531,105.69999694824219,104.41000366210938,105.69000244140625,66700
1983-09-22,104.80000305175781,105.04000091552734,104.45999908447266,104.66999816894531,69300
1983-09-23,104.75,105.20999908447266,104.33000183105469,104.80000305175781,87600
1983-09-26,104.94999694824219,105.48999786376953,104.5,104.75,76100
1983-09-27,104.0,104.94999694824219,103.72000122070312,104.94999694824219,67300
1983-09-28,103.80999755859375,104.08999633789062,103.5,104.0,67300
1983-09-29,103.27999877929688,104.06999969482422,103.27999877929688,103.80999755859375,82800
1983-09-30,101.62000274658203,103.33000183105469,101.36000061035156,103.27999877929688,56400
1983-10-03,100.48999786376953,101.66000366210938,100.36000061035156,101.62000274658203,59600
1983-10-04,99.02999877929688,100.5,98.91000366210938,100.48999786376953,69200
1983-10-05,98.5999984741211,99.04000091552734,97.9800033569336,99.02999877929688,68700
1983-10-06,100.2300033569336,100.23999786376953,98.58000183105469,98.5999984741211,93600
1983-10-07,100.0999984741211,100.41999816894531,99.87000274658203,100.2300033569336,107700
1983-10-10,104.30999755859375,104.31999969482422,100.08999633789062,100.0999984741211,55200
1983-10-11,102.87999725341797,104.30999755859375,102.86000061035156,104.30999755859375,111600
1983-10-12,103.81999969482422,104.63999938964844,102.70999908447266,102.87999725341797,104700
1983-10-13,104.08000183105469,104.08000183105469,103.5,103.81999969482422,97600
1983-10-14,104.58999633789062,104.58999633789062,103.73999786376953,104.08000183105469,67900
1983-10-17,104.7699966430664,105.30999755859375,104.38999938964844,104.58999633789062,72700
1983-10-18,104.51000213623047,105.30000305175781,104.1500015258789,104.7699966430664,70400
1983-10-19,103.62999725341797,104.51000213623047,103.18000030517578,104.51000213623047,81700
1983-10-20,103.80999755859375,103.8499984741211,103.23999786376953,103.62999725341797,64600
1983-10-21,102.97000122070312,103.80999755859375,102.4800033569336,103.80999755859375,71200
1983-10-24,103.16999816894531,103.16999816894531,101.56999969482422,102.97000122070312,67100
1983-10-25,103.23999786376953,103.83999633789062,103.11000061035156,103.16999816894531,66200
1983-10-26,101.94999694824219,103.37999725341797,101.91999816894531,103.23999786376953,74400
1983-10-27,100.62000274658203,101.94999694824219,100.23999786376953,101.94999694824219,69500
1983-10-28,100.0,100.87000274658203,99.83000183105469,100.62000274658203,72400
1983-10-31,100.33000183105469,100.87999725341797,99.8499984741211,100.0,81800
1983-11-01,99.19999694824219,99.47000122070312,97.5999984741211,99.47000122070312,56000
1983-11-02,100.72000122070312,101.05000305175781,99.9800033569336,99.9800033569336,66900
1983-11-03,100.05000305175781,100.87000274658203,100.05000305175781,100.72000122070312,69300
1983-11-04,99.5999984741211,100.08999633789062,99.30000305175781,100.05000305175781,48800
1983-11-07,99.19000244140625,99.69000244140625,99.0199966430664,99.5999984741211,47100
1983-11-08,98.69999694824219,99.23999786376953,98.62000274658203,99.19000244140625,46700
1983-11-09,100.11000061035156,100.12999725341797,98.66000366210938,98.69999694824219,49800
1983-11-10,100.13999938964844,100.5999984741211,99.93000030517578,100.11000061035156,59000
1983-11-11,100.93000030517578,100.93000030517578,100.04000091552734,100.13999938964844,59900
1983-11-14,100.19999694824219,101.12000274658203,100.05999755859375,100.93000030517578,78600
1983-11-15,99.36000061035156,100.22000122070312,99.26000213623047,100.19999694824219,58600
1983-11-16,99.41999816894531,100.08000183105469,98.97000122070312,99.36000061035156,65500
1983-11-17,99.13999938964844,99.5999984741211,98.77999877929688,99.41999816894531,63900
1983-11-18,96.76000213623047,99.1500015258789,96.55999755859375,99.13999938964844,57800
1983-11-21,96.94999694824219,96.94999694824219,96.33999633789062,96.76000213623047,73300
1983-11-22,98.37999725341797,98.7699966430664,96.94999694824219,96.94999694824219,73800
1983-11-23,99.81999969482422,100.04000091552734,98.37999725341797,98.37999725341797,64400
1983-11-25,99.77999877929688,100.05000305175781,99.52999877929688,99.81999969482422,42100
1983-11-28,99.79000091552734,99.79000091552734,99.12000274658203,99.77999877929688,63300
1983-11-29,100.48999786376953,100.5,99.31999969482422,99.79000091552734,72200
1983-11-30,98.69999694824219,100.5,98.63999938964844,100.48999786376953,76700
1983-12-01,99.38999938964844,99.5199966430664,98.62999725341797,98.69999694824219,58900
1983-12-02,98.94999694824219,99.7699966430664,98.91999816894531,99.38999938964844,64400
1983-12-05,99.37999725341797,99.37999725341797,98.18000030517578,98.94999694824219,71000
1983-12-06,98.66000366210938,99.37999725341797,98.47000122070312,99.37999725341797,63700
1983-12-07,98.41999816894531,98.77999877929688,98.22000122070312,98.66000366210938,70600
1983-12-08,98.16000366210938,98.52999877929688,97.87000274658203,98.41999816894531,66600
1983-12-09,98.7699966430664,98.7699966430664,97.72000122070312,98.16000366210938,65100
1983-12-12,99.29000091552734,99.31999969482422,98.55999755859375,98.7699966430664,62600
1983-12-13,98.80000305175781,99.29000091552734,98.61000061035156,99.29000091552734,78400
1983-12-14,97.79000091552734,98.81999969482422,97.6500015258789,98.80000305175781,64200
1983-12-15,96.94999694824219,97.77999877929688,96.94999694824219,97.77999877929688,73500
1983-12-16,96.9800033569336,96.9800033569336,96.08999633789062,96.94999694824219,69600
1983-12-19,95.70999908447266,96.98999786376953,95.56999969482422,96.9800033569336,67100
1983-12-20,94.91999816894531,95.70999908447266,94.62000274658203,95.70999908447266,64600
1983-12-21,96.7300033569336,96.80999755859375,94.91999816894531,94.91999816894531,76400
1983-12-22,96.93000030517578,97.23999786376953,96.72000122070312,96.7300033569336,72900
1983-12-23,97.13999938964844,97.2300033569336,96.62999725341797,96.93000030517578,46800
1983-12-27,98.1500015258789,98.1500015258789,97.04000091552734,97.13999938964844,59100
1983-12-28,101.41999816894531,101.44999694824219,98.1500015258789,98.1500015258789,68900
1983-12-29,100.77999877929688,101.7699966430664,100.72000122070312,101.41999816894531,86900
1983-12-30,100.62000274658203,100.95999908447266,100.30000305175781,100.77999877929688,105900
1984-01-03,99.02999877929688,100.62000274658203,99.02999877929688,100.62000274658203,58700
1984-01-04,101.06999969482422,101.2300033569336,98.86000061035156,99.02999877929688,76400
1984-01-05,101.87000274658203,102.12000274658203,101.06999969482422,101.06999969482422,99000
1984-01-06,102.41000366210938,102.41000366210938,101.30999755859375,101.87000274658203,88900
1984-01-09,102.75,103.2300033569336,102.0999984741211,102.41000366210938,83400
1984-01-10,102.79000091552734,103.26000213623047,102.66000366210938,102.75,83500
1984-01-11,103.26000213623047,103.52999877929688,102.33000183105469,102.79000091552734,81600
1984-01-12,103.38999938964844,103.87999725341797,103.22000122070312,103.26000213623047,70900
1984-01-13,103.62999725341797,104.05999755859375,103.31999969482422,103.38999938964844,64200
1984-01-16,103.66000366210938,104.06999969482422,103.5999984741211,103.62999725341797,70700
1984-01-17,104.0,104.0199966430664,103.3499984741211,103.66000366210938,65900
1984-01-18,104.23999786376953,104.44000244140625,103.86000061035156,104.0,63300
1984-01-19,105.43000030517578,105.43000030517578,103.94000244140625,104.23999786376953,65100
1984-01-20,106.30000305175781,106.37999725341797,105.37000274658203,105.43000030517578,59200
1984-01-23,105.93000030517578,106.52999877929688,105.7699966430664,106.30000305175781,50800
1984-01-24,109.55999755859375,110.08999633789062,105.87999725341797,105.93000030517578,63600
1984-01-25,110.69000244140625,111.77999877929688,109.55999755859375,109.55999755859375,77300
1984-01-26,109.98999786376953,111.1500015258789,109.98999786376953,110.69000244140625,72700
1984-01-27,110.33999633789062,110.3499984741211,109.61000061035156,109.98999786376953,68200
1984-01-30,111.2300033569336,111.27999877929688,110.33999633789062,110.33999633789062,79000
1984-01-31,111.98999786376953,111.98999786376953,110.55000305175781,111.2300033569336,62800
1984-02-01,112.02999877929688,112.61000061035156,111.66999816894531,111.98999786376953,61000
1984-02-02,111.95999908447266,112.19000244140625,111.41000366210938,112.02999877929688,61400
1984-02-03,110.56999969482422,112.45999908447266,110.48999786376953,111.95999908447266,64600
1984-02-06,108.19999694824219,110.56999969482422,107.9800033569336,110.56999969482422,71500
1984-02-07,107.81999969482422,108.2300033569336,107.31999969482422,108.19999694824219,81000
1984-02-08,106.66999816894531,108.1500015258789,106.56999969482422,107.81999969482422,69200
1984-02-09,106.55999755859375,107.2699966430664,105.95999908447266,106.66999816894531,90700
1984-02-10,107.70999908447266,107.76000213623047,106.56999969482422,106.56999969482422,73200
1984-02-13,107.02999877929688,107.91999816894531,106.3499984741211,107.70999908447266,61100
1984-02-14,108.36000061035156,108.36000061035156,107.0,107.02999877929688,57300
1984-02-15,109.01000213623047,109.45999908447266,108.33999633789062,108.36000061035156,60400
1984-02-16,109.08000183105469,109.66000366210938,108.72000122070312,109.01000213623047,48800
1984-02-17,110.69999694824219,110.7300033569336,109.05999755859375,109.08000183105469,48500
1984-02-21,110.72000122070312,110.9000015258789,110.13999938964844,110.69999694824219,47000
1984-02-22,111.66999816894531,112.58999633789062,110.5199966430664,110.72000122070312,60200
1984-02-23,112.51000213623047,112.58000183105469,110.93000030517578,111.66999816894531,72500
1984-02-24,113.5999984741211,113.6500015258789,112.41999816894531,112.51000213623047,56900
1984-02-27,116.93000030517578,117.1500015258789,113.36000061035156,113.58999633789062,76200
1984-02-28,115.87000274658203,116.94000244140625,115.44999694824219,116.91000366210938,51100
1984-02-29,115.91999816894531,117.83999633789062,115.76000213623047,115.87000274658203,73700
1984-03-01,116.88999938964844,116.91999816894531,115.91999816894531,115.91999816894531,56800
1984-03-02,116.79000091552734,118.1500015258789,116.69000244140625,116.88999938964844,75500
1984-03-05,114.51000213623047,116.81999969482422,114.38999938964844,116.79000091552734,52500
1984-03-06,112.55000305175781,115.4000015258789,112.41000366210938,114.51000213623047,62600
1984-03-07,110.87999725341797,112.55000305175781,110.30999755859375,112.55000305175781,57300
1984-03-08,111.80000305175781,112.30000305175781,110.75,110.87999725341797,46500
1984-03-09,111.8499984741211,111.8499984741211,110.95999908447266,111.80000305175781,39700
1984-03-12,112.5,112.68000030517578,111.54000091552734,111.8499984741211,46500
1984-03-13,110.83000183105469,112.63999938964844,110.68000030517578,112.5,52900
